,sent,id,tid,airline,rtag,tweet
2435,,79808,5.60E+17,United,lW?u8x48>Tha,@united Hi.  Has flight 1254 LAX-SFO on 1/26 been cancelled?
2436,,79809,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue Can you explain why you would cancel a morning flight from jax to dca tomorrow for 1-2"" of snow?"
2437,,79810,5.60E+17,United,lW?u8x48>Tha,@united still waiting for my red carpet club card two months (&amp; five calls) after purchase. Can you help escalate?
2438,,79811,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue How are you guys feeling about sending flights to LGA on Wednesday morning? I ain't mad if I get stuck in Florida. :)
2439,,79813,5.60E+17,VirginAmerica,lW?u8x48>Tha,Been on hold for over an hour with @virginamerica and still no answer! Just trying to cancel and wont work online http://t.co/j9PRGlnnbS
2440,,79814,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir sent you a dm. I'm just hoping they don't tell me I can't bring my instrument on the plane and leave me stranded here.
2441,,79815,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue website not allowing me to rebook my cancelled Flight 633 to SFO tomorrow
2442,,79816,5.60E+17,American,lW?u8x48>Tha,"@USAirways @AmericanAir  refuse boarding on 8pm clt-dca due to des moines delay, flight with empty seats, plane still at gate with open door"
2443,,79817,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir @USAirways stuck in Philly b/c flight took longer, I missed connect 2 go home.USair rebooked me on next w/out my consent! Wtf?"
2444,,79818,5.60E+17,United,lW?u8x48>Tha,"MT @JimCantore: @united has cancelled ALL flights in and out of NYC,BOS and PHL on Tuesday. More will follow. @PHLAirport @NY_NJairports"
2445,,79819,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue so bad I booked a $32 flight to NYC I can fly in spring or summer at no extra cost?
2446,,79820,5.60E+17,United,lW?u8x48>Tha,Estimated wait time to get on the phone with @united is 60 minutes.
2447,,79821,5.60E+17,American,lW?u8x48>Tha,On hold with @AmericanAir for over 2 hours.We know ur busy with winter storm but we don't know whether/when we can get home! Please reply
2448,,79822,5.60E+17,American,lW?u8x48>Tha,GJ @AmericanAir waited an hour on hold with a rep just to get disconnected after waiting an hour to get a call back. http://t.co/x7S211pdpt
2449,,79823,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir I have been on hold for 1 hour and 57 minutes. Can this be handled? I need my flight changed so that I won't be stuck in NY
2450,,79824,5.60E+17,United,lW?u8x48>Tha,"No, seriously @united, how do you cancel a flight 3 days from now over weather that should have passed by then?"
2451,,79826,5.60E+17,JetBlue,lW?u8x48>Tha,On my @JetBlue flight they had a commercial for @Derek1Gaines' new @MTV Broke Ass Game Show! http://t.co/Hq1a8QKT4j
2452,,79827,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist Need new flight to avoid JFK snow on 1/27/15. Coming from Aruba. 3 hour wait via phone. Final destination Pgh. Can u assist?
2453,,79828,5.60E+17,United,lW?u8x48>Tha,"@_AngGisondo @united has the worst customer service, only airline I've seen to delay me with reason ""customer service"""
2454,,79829,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue on hold for a while. Confirmation code wasn't going through on the site. Any chance of you helping me rebook from EWR to BOS?
2455,,79830,5.60E+17,United,lW?u8x48>Tha,@united I've called the 800# twice times tonight and got disconnect both times. Anyway I can avoid another hour wait?
2456,,79831,5.60E+17,Delta,lW?u8x48>Tha,hey @Delta @DeltaAssist do you think flight 424 jfk-lax will be cancelled delayed because of the path of the storm?
2457,,79832,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist on hold for 1.5 hours... should I give up or stay strong? trying to adjust travel in light of #blizzardof2015
2458,,79833,5.60E+17,United,lW?u8x48>Tha,Hey @united how you gonna text me that my flight tomorrow is cancelled then keep me on hold for 20 mins?!?! #freakingout #notcool #rebookme
2459,,79834,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist there is a 2-3 hour wait for international assistance? I need immediate help with a flight I just booked. Any other options?
2460,,79835,5.60E+17,American,lW?u8x48>Tha,Hey @AmericanAir is it necessary to have me sit on hold for 2:18:26+
2461,,79836,5.60E+17,United,lW?u8x48>Tha,".@united please call me back, i have been hung up on 3 times, once after waiting 35 minutes. the phone lines are not working properly. #NYC"
2462,,79838,5.60E+17,American,lW?u8x48>Tha,.@AmericanAir been on hold for 3+ hrs for help with flights for tomm. Please can you help?
2463,,79839,5.60E+17,American,lW?u8x48>Tha,"@americanair I wait 3 hours for a call back to change a reservation, and then automated system hung up when I answered.... Help!"
2464,,79840,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue you cancel our flight, don't notify us, by the time we find out all flights overbooked until Friday? By far the worst airline."
2465,,79841,5.60E+17,Delta,lW?u8x48>Tha,Been on hold for 12 min w @DeltaAssist as Plat Medallion! This how u treat ur best customers?!
2466,,79842,5.60E+17,American,lW?u8x48>Tha,@AmericanAir Rude flight attendants and off duty pilots who take your seat and tell you to just find another seat flight #5425 worst ever!
2467,,79843,5.60E+17,United,lW?u8x48>Tha,An hour and a half and counting on hold with @united
2468,,79844,5.60E+17,JetBlue,lW?u8x48>Tha,. @JetBlue My honeymoon flights tomorrow DCA to FLL to CUN were cancelled #1379.  Please help!  #pleasegetustomexico #porfavorygracias
2469,,79845,5.60E+17,JetBlue,lW?u8x48>Tha,@KristaRobertso just take more time off?! It's the worst timing! Ugh so sorry!! See if @JetBlue will reimburse you! Fingers crossed!
2470,,79846,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue just been informed that my morning flight has been cancelled, been on hold for 30 mins!!!! #nothappy"
2471,,79847,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist I'm platinum member and have been on hold for over 50 minutes!! C'mon Delta - at least have a callback feature!
2472,,79848,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue DCA to FLL flight cancelled &amp; flying in for my mothers birthday - been on hold for 20+ mins. please help rebook!
2473,,79849,5.60E+17,JetBlue,lW?u8x48>Tha,my flight got cancelled &amp; I've been on hold with @JetBlue for 20 mins already ughhhhhh.
2474,,79850,5.60E+17,United,lW?u8x48>Tha,Smoked Negroni to ease the fact that @united just cancelled our flight and rebooking post-blizzard is a joke. http://t.co/ysAujq6qBL
2475,,79851,5.60E+17,VirginAmerica,lW?u8x48>Tha,"@VirginAmerica trying to cancel NYC bound flight on 1/27, but website won't allow me to do so. Called 800 #, but 3 hour hold time. Help?!"
2476,,79852,5.60E+17,United,lW?u8x48>Tha,".@united got an email about flight cancellation, link provided is broken. Checked my res online it doesn't show any update can you help?"
2477,,79853,5.60E+17,United,lW?u8x48>Tha,"My @united flight on WEDNESDAY was just cancelled but I can ""rebook any flight for no charge!"" Except rebooking  options end Tuesday. What."
2478,,79854,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir trying to re-book flight got disconnected from rep &amp; then been on hold for loonnnng time
2479,,79855,5.60E+17,United,lW?u8x48>Tha,@united flight cancelled on hold forever...need to go to bed..biz trip tomorrow.  Important meetings. Halp :(
2480,,79856,5.60E+17,United,lW?u8x48>Tha,.@united consistently dissapoints lately. FIVE unclearable upgrade certs expiring &amp; lost luggage from a direct on-time flight. #1K for what?
2481,,79857,5.60E+17,Delta,lW?u8x48>Tha,"@DeltaAssist hello I have a flight tomorrow morning from atl to phl, wondering the chances it gets delayed or cancelled due to weather?"
2482,,79858,5.60E+17,American,lW?u8x48>Tha,@USAirways can't get through to reschedule cancelled flight by phone or online. Why? The new @AmericanAir #goldpreferred
2483,,79859,5.60E+17,United,lW?u8x48>Tha,Have been on hold with @united for the past 2 hours. Yikes.
2484,,79860,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir Swank was retracted when the ""please wait, your entertainment will be available shortly"" screen never went away. ): ha"
2485,,79861,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist Our flight LAS-JFK on 1/26 has been cancelled. We are now rebooked for 1/27. Will we be compensated for hotel expenses?
2486,,79863,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue Does JetBlue rebook onto Delta flights? If so, I need to switch due to flight cancelation."
2487,,79864,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist is fight 7316 lga to dfw on jan 27 still on track or cancelled? I noticed its cancelled for Tomorrow
2488,,79865,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist I was on cancelled flight 3454. Hold times 60-90 minutes. What's the best way to get rebooked? Will we get out Tuesday?
2489,,79866,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue you guys don't give me the option to do it online which is super annoying right now
2490,,79867,5.60E+17,United,lW?u8x48>Tha,On hold with @united to find out how I'm going to be able to fly to #reactjsconf .  #blizzardof2015
2491,,79868,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist  Flight into Philadelphia cancelled for Tomorrow? can you check status for me?
2492,,79869,5.60E+17,United,lW?u8x48>Tha,@united looking to cancel my flight from sfo-NYC.  Phone keeps disconnecting
2493,,79870,5.60E+17,Delta,lW?u8x48>Tha,"Possibly stuck in Barcelona or Amsterdam, because @DeltaAssist  / @Delta doesn't know. It's going to be a long f**king day. #nycproblems"
2494,,79871,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue What is wrong with your app? I've been trying to sign in for hours and it keeps saying error, try back later #frustrated"
2495,,79872,5.60E+17,SouthWest,lW?u8x48>Tha,"@SouthwestAir, i really LUV ya, but your wifi connection is so bad that you should give a refund to customers who try to use it."
2496,,79873,5.60E+17,SouthWest,lW?u8x48>Tha,"Reason 1916 to fly @SouthwestAir: @USAirways flight delayed an hour and fifteen mins.... Waiting on pilot to drive in, from home."
2497,,79874,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica If phone wait times are up to an hour as some people are reporting--why not enable a call back system?  #customerservice
2498,,79875,5.60E+17,United,lW?u8x48>Tha,.@united has cancelled ALL Tuesday flights into and out of #NYC's LaGuardia &amp; JFK airports due to blizzard warning http://t.co/jpMhmoXdb3
2499,,79876,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir My flight was cancelled, I was told I'd get a call back in 2 hrs. My phone rang and then I was hung up on. Now anothr 2hrs wait"
2500,,79877,5.60E+17,United,lW?u8x48>Tha,"Both flights delayed, then when I finally make it home, my baggage didn't. Wonder if I'll at least get the bag fee back? @AirCanada @united"
2501,,79878,5.60E+17,SouthWest,lW?u8x48>Tha,@SouthwestAir Hi I have a problem to inform .
2502,,79879,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica can't cancel my flight online and hold times are over 3 hours. Is there any other way to cancel my itinerary?
2503,,79880,5.60E+17,United,lW?u8x48>Tha,@united need to rebook RSW &gt; EWR flight. 48 minutes on hold so far. Any other ways to rebook a cancelled flight?
2504,,79881,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist sent you a DM. Was booked on business but flight got cancelled they rebooked economy for Tuesday can you rebook business on wed
2505,,79882,5.60E+17,United,lW?u8x48>Tha,"@united-r u kidding me?Cancelled flight aft 4hr delay (NOT weather),&amp;now been on hold for 1HR+40MIN trying to re-book.Sucks!Get it 2gether!!"
2506,,79883,5.60E+17,United,lW?u8x48>Tha,"@united airlines cancelled my flight home in anticipation of problems from the storm. Thing is, the flight is in TWO DAYS."
2507,,79884,5.60E+17,United,lW?u8x48>Tha,@united Any suggestion in getting to an agent faster?  Been on hold 30 minutes now.
2508,,79885,5.60E+17,American,lW?u8x48>Tha,@AmericanAir Stewardesses telling the travelers mechanics r filling out paperwork is irritating after 3rd time.   Grr!!
2509,,79886,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica Hi I have a problem to inform .
2510,,79887,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue tomorrow flt from pls to jfk canceled. On hold for 10 mins &amp; can't find how to change flt on site. Help!
2511,,79888,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue Hi, follow me well informed of the problem by direct message"
2512,,79889,5.60E+17,United,lW?u8x48>Tha,@united can u help via Twitter to rebook cancelled flights for tomorrow due to #Juno ?
2513,,79890,5.60E+17,United,lW?u8x48>Tha,"@United I tried to rebook from cancelled 1/27 UA793 using your website, but it wants to charge me $1200. Why? On hold on phone 45 min now."
2514,,79891,5.60E+17,United,lW?u8x48>Tha,@united My flight on the 28th was cancelled (IAD - SFO Flight 1236) so the link emailed to me isn't working. Any suggestions?
2515,,79892,5.60E+17,VirginAmerica,lW?u8x48>Tha,I've been on hold with @VirginAmerica for 1 hour and 15 mins...
2516,,79893,5.60E+17,VirginAmerica,lW?u8x48>Tha,"@VirginAmerica - my flight got cancelled but i can't change online. on hold for 22 minutes, please help."
2517,,79894,5.60E+17,United,lW?u8x48>Tha,"Reason #44 @Delta is my preferred airline: Called @united to cancel flight. System promptly connected me to a busy signal, then disconnected"
2518,,79896,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica been on hold for 90+ minutes. Need to change reservation for 2 of 3 passengers. Website can't handle. Hello?
2519,,79897,5.60E+17,United,lW?u8x48>Tha,Currently going on hour two of being on hold. Please help me out @united.
2520,,79898,5.60E+17,United,lW?u8x48>Tha,. @united will you cancel flights to Newark airport Monday and Tuesday?
2521,,79899,5.60E+17,United,lW?u8x48>Tha,@united Can you help me rebook?  Have been on hold for 21/2 hours.
2522,,79900,5.60E+17,United,lW?u8x48>Tha,"Oh, @united, I haven't even left Boston yet but you're already planning on making the next 24 hours a living hell."
2523,,79901,5.60E+17,American,lW?u8x48>Tha,"@AmericanAir Considering that we're going into 3 weeks now, I'm going to go ahead and call bullshit on that. #AmericanAirSucks"
2524,,79902,5.60E+17,American,lW?u8x48>Tha,"Again @AmericanAir manages to have the worst planes in the air. The AC didn't work, seats like sardines.  Old ðŸ’©y planes. #worstairline"
2525,,79903,5.60E+17,JetBlue,lW?u8x48>Tha,"For a prgressive, digital focused airline your website scalibility sucks @JetBlue #snowstorm http://t.co/SsO8ntvahD"
2526,,79904,5.60E+17,United,lW?u8x48>Tha,"On hold with @United for nearly an hour now.  The hold music loop is not nearly that long.  Goodbye, sanity."
2527,,79905,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica been on hold for nearly an hour. I see that the DFW-JFK leg is canceled but mine is ok.  Is that right?
2528,,79906,5.60E+17,Delta,lW?u8x48>Tha,"@DeltaAssist my whole trip got pushed back a day even though it's just the ATL-LGA leg that's the problem, can I still go to ATL as planned?"
2529,,79908,5.60E+17,United,lW?u8x48>Tha,"@united Hi there. I'm sure I'm 1 of many currently on hold w/a cancelled flight, but can you help me with alt options? 1071 EWR&gt;BQN 1/26"
2530,,79909,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue are flights for tomorrow night cancelled?
2531,,79910,5.60E+17,JetBlue,lW?u8x48>Tha,"@GayAvGeeks @altadenadad @JetBlue I agree - when you get great service let airline know! Too quick to bitch, too slow to praise!"
2532,,79911,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue been on hold for an hour because cannot re-book cancelled flight on your website. What do you suggest?
2533,,79912,5.60E+17,United,lW?u8x48>Tha,"@united tried calling u 3x, got disconnected when asked to speak to a rep. Can't change this cancelled flight online. NOW WHAT??"
2534,,79913,5.60E+17,SouthWest,lW?u8x48>Tha,"Hey, @SouthwestAir, how about making sure all your pilots are able to handle fog? Wife/kids delayed in Denver d/t pilot's inexperience."
2535,,79914,5.60E+17,United,lW?u8x48>Tha,@united My flight was only cancelled due to an inbound flight from LGA--my itinerary is otherwise not in the affected areas...
2536,,79915,5.60E+17,United,lW?u8x48>Tha,"@united CONFIMATION FW4YEV cancelled, on hold, can we get any NYC flight 26jan to london/any UK as a rebook, 2 seats needed"
2537,,79916,5.60E+17,United,lW?u8x48>Tha,@united was on hold for 70 minutes and then disconnected. Need to change a flight from OMA to CUN. Connection at IAH in jeopardy. Pls Help!
2538,,79917,5.60E+17,United,lW?u8x48>Tha,"@united worlds worst for customer service as no phone standby, just hangs up!"
2539,,79918,5.60E+17,United,lW?u8x48>Tha,@united I've been on hold waiting to talk to someone for 45 minutes
2540,,79919,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue I did, that today we were supposed to leave on Tuesday and now we are leaving on Wednesday to tampa fl"
2541,,79920,5.60E+17,VirginAmerica,lW?u8x48>Tha,"@VirginAmerica On hold for two hours... a blizzard's looming, I get it... but get some better hold music, please!!!"
2542,,79921,5.60E+17,United,lW?u8x48>Tha,"@united cancelled my flight on Tuesday, link to rebook is down and can't even get on hold to talk to an agent. #help"
2543,,79922,5.60E+17,United,lW?u8x48>Tha,@united 27th flight from BOM to YYZ via EWR cancelled. Trying to contact Mumbai office for help. No response. HELP.
2544,,79923,5.60E+17,United,lW?u8x48>Tha,@alexgaslight @united @WWE Shame about the ending to the Rumble!
2545,,79924,5.60E+17,Delta,lW?u8x48>Tha,Trying to get my bereaved friend to OH. Wait time on Delta's call line: 2 hrs and 40 mins to 3 1/2 hours. Help!! @DeltaAssist
2546,,79925,5.60E+17,United,lW?u8x48>Tha,@united cancelled flight tomorrow - can't change flights online or speak to anyone via customer support... Any idea what I'm supposed to do?
2547,,79926,5.60E+17,AlaskaAir,lW?u8x48>Tha,I just received the worst customer service on airline 463 from LAX to SEA #badservice #rude #flightattendant #uncalledfor @AlaskaAir
2548,,79927,5.60E+17,United,lW?u8x48>Tha,"Hey @United, if you have to cancel my flight due to weather (understandable) at least make the website to rebook work."
2549,,79928,5.60E+17,United,lW?u8x48>Tha,@united @united UA0940 is cancelled but website is down &amp; phones kept me on hold for the last 1.5 hours...do I need to keep checking back??
2550,,79929,5.60E+17,American,lW?u8x48>Tha,@AmericanAir my 5.20pm flight JFK-SAN is cancelled. Need to leave NYC can I turn up for stand by in morning? Any extra charge?
2551,,79931,5.60E+17,United,lW?u8x48>Tha,"@united, we're just into out 1st hour on hold on a call with you. Flying MXP-EWR-BNA today, want to find a fix that won't leave us stranded!"
2552,,79932,5.60E+17,Delta,lW?u8x48>Tha,@deltaassist hey there. You won't let me change flights online and the wait time is almost two hours? What do I do?
2553,,79933,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue flight from jfk cant be modified online, was on hold for 45min till connected w an operator, got disconnected. No resolve."
2554,,79934,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist I just tried calling &amp; was on hold 35 mins &amp; then for 24 mins &amp; noone answered. I found the flight I purchased 6 wks cheaper
2555,,79935,5.60E+17,United,lW?u8x48>Tha,@united been on hold for over an hour can you help please?
2556,,79936,5.60E+17,United,lW?u8x48>Tha,"@united Whats up w ur horrible customer service?Can't talk to an agent, can't rebook online and can't even stay on hold. Get it together"
2557,,79937,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist flight cancelled (ff#2005987686). Need to change reservation H7CZTY to fly AMS to MEX or ATL (then to MEX). Is this possible?
2558,,79938,5.60E+17,JetBlue,lW?u8x48>Tha,On hold for an hr w/ @JetBlue. DM them and I get a respond in less than 5 mins. #TwitterSavestheDay #JetBlueistheBest
2559,,79939,5.60E+17,United,lW?u8x48>Tha,"@united My flight US1135 from BOS is cancelled. The website is not listing any alternatives, and no luck reaching an operator. Help, please?"
2560,,79940,5.60E+17,American,lW?u8x48>Tha,@AmericanAir I hope to as its ridiculous its the same money as other airlines and not the same amenities (individual tv's) #notetoself
2561,,79941,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica trying to reschedule my redeye from SFO to JFK before flight time tonight but wait time on ur 877 &gt;3h... Help?
2562,,79942,5.60E+17,United,lW?u8x48>Tha,@united how can you cancel my flight for Tuesday afternoon over 36 hours in advance and say it's due to weather? Nobody is answering phones!
2563,,79943,5.60E+17,AlaskaAir,lW?u8x48>Tha,Just had worst customer service experience on flight 463 from LAX to SEA. I was randomly verbally attacked by a flight attendant. @AlaskaAir
2564,,79944,5.60E+17,VirginAmerica,lW?u8x48>Tha,"@VirginAmerica flight was cancelled, but no email, no contact with me about it, and 3 hour wait time when i call? help? Flight 34."
2565,,79945,5.60E+17,United,lW?u8x48>Tha,"Hello @United flight was cancelled, but 2nd flight was on SAS out of EWR. Can you also rebook that when I get through? 1 hour on hold so far"
2566,,79946,5.60E+17,United,lW?u8x48>Tha,.@united HELP! My flight was canceled out of NYC and I've been on hold for an hour and half trying to get rebooked. PLEASE HELP!!!
2567,,79947,5.60E+17,United,lW?u8x48>Tha,@united been on hold for 30+ trying to rebook my cancelled flight (tried online and doesn't work). Need sleep before this trip in 6hrs!
2568,,79948,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue been on hold for an hour now....
2569,,79949,5.60E+17,United,lW?u8x48>Tha,@PKhakpour @MelVel316 @united All my flights out of India into Newark then onto Denver for Wed cancelled. Ugh.
2570,,79950,5.60E+17,United,lW?u8x48>Tha,@united been on hold an hour trying to change flights after you canceled 202. Trying to get on 1051 http://t.co/4MbcSNa7Fv
2571,,79951,5.60E+17,JetBlue,lW?u8x48>Tha,@jetblue I call you from a foreign country; wait on hold for 1+ hours and your agent disconnects the line one minute into the call #lame
2572,,79952,5.60E+17,United,lW?u8x48>Tha,I HATE @united! Worst customer service I've ever experienced in any industry. If you cancel your flights just give your customers a refund!
2573,,79953,5.60E+17,United,lW?u8x48>Tha,"After 2 minutes of waiting for the @united rebooking page to load, this is what I see. /cc @FlyingBrussels http://t.co/TIgADZp2xv"
2574,,79954,5.60E+17,JetBlue,lW?u8x48>Tha,@jetblue I just got hung up on trying to re-book my flight after waiting 30 minutes.  Can you please help?
2575,,79955,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist Can you help me deal with getting back to east coast after flight cancelation due to mechanical problem?
2576,,79956,5.60E+17,United,lW?u8x48>Tha,And I have been waiting on the phone for @United because the rebooking link in the e-mail does not work.
2577,,79957,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica current call wait time is 1hr 53 mins?!!!!!!!!?!?!?!1
2578,,79958,5.60E+17,VirginAmerica,lW?u8x48>Tha,@VirginAmerica's website won't let me change my cancelled flight + I've been on hold for an hour+. Will I ever get home?! #blizzardof2015
2579,,79959,5.60E+17,American,lW?u8x48>Tha,@AmericanAir after being on hold for 2 hours I finally get through &amp; then they transfer my call &amp; I'm supposed to wait another 40 minutes?
2580,,79960,5.60E+17,United,lW?u8x48>Tha,@united Q about unaccompanied minor fee been on hold for over an hour
2581,,79961,5.60E+17,United,lW?u8x48>Tha,"Hey @united; I realize the weather's not your fault, but I need to  reschedule my flight to my mother's funeral and your phones dont work."
2582,,79962,5.60E+17,United,lW?u8x48>Tha,@united I've been on hold for an hour and a half!
2583,,79963,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue my flight to jfk from Tampa for Tuesday is cancelled for 11:20 is there anyway I can book the next flight?
2584,,79964,5.60E+17,United,lW?u8x48>Tha,"@united Tried calling customer service but canâ€™t even wait on hold to reschedule my flight, was hung up on 2x. How can I talk to someone?"
2585,,79965,5.60E+17,Delta,lW?u8x48>Tha,@DeltaAssist is there a reason no one is answering your phones?   I was on hold for 50 minutes then hung up. Called back and another 50 mins
2586,,79966,5.60E+17,United,lW?u8x48>Tha,"Hey @united trying to get from SAN to YUL on Tuesday but flight was cancelled, any help?"
2587,,79967,5.60E+17,United,lW?u8x48>Tha,"@united just realized my first name on my ticket for tomorrow am is spelled ""Rachelms"" instead of ""Rachel"" (typo). Will this be a problem ?"
2588,,79968,5.60E+17,American,lW?u8x48>Tha,@AmericanAir Been on hold for 1.5 hr to switch my flight so I'm not stuck in NYC due to #Nemo. I have a job! What do I do? Please help!
2589,,79970,5.60E+17,United,lW?u8x48>Tha,"@united I understand wait times given this storm coming, but 90 minutes now? No ""expected wait time"" messages???? #HELP!"
2590,,79971,5.60E+17,United,lW?u8x48>Tha,".@united to cancel all Tue. flights at Newark, LaGuardia, JFK, Boston, Philly &amp; waive change fees. Change travel at website #blizzardof2015"
2591,,79972,5.60E+17,Delta,lW?u8x48>Tha,"@DeltaAssist I waited 1 hrs on call, but nobody answered my call. I missed my flight. #deltasucks #worstcustomerservice"
2592,,79973,5.60E+17,American,lW?u8x48>Tha,@AmericanAir where can i check my flight status leaving from NY?? Are they cancelled due to weather??
2593,,79974,5.60E+17,United,lW?u8x48>Tha,Hey @united the broken seat in front with an 8 inch recline made our flight almost unbearable http://t.co/fyKkqmlY8n
2594,,79975,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue trying to cancel a reservation for 8am but website is insisting no such reservation exists - can you help? flt 290 DCA-BOS, ln Barr"
2595,,79976,5.60E+17,United,lW?u8x48>Tha,Been on hold for an hour and a half with @united ....seriously someone please pick up
2596,,79977,5.60E+17,JetBlue,lW?u8x48>Tha,@JetBlue need to switch my flight due to the upcoming blizzard
2597,,79978,5.60E+17,United,lW?u8x48>Tha,"Snow that bad RT @cnnbrk: . @united cancels all Tuesday flights at Newark, JFK, LaGuardia, Boston and Philadelphia."
2598,,79979,5.60E+17,United,lW?u8x48>Tha,"SHIT ! RT @CNNbrk @united cancels all Tuesday flights at Newark, JFK, LaGuardia, Boston and Philadelphia."
2599,,79980,5.60E+17,United,lW?u8x48>Tha,@united this is unacceptable. #blizzardof2015 http://t.co/Hij1v4MabE
2600,,79981,5.60E+17,United,lW?u8x48>Tha,On hold for over 90 minutes with @united - any other way to get help with rebooking flights?
2601,,79982,5.60E+17,United,lW?u8x48>Tha,@united Any assistance on faster re booking for a cancelled flight? Been on hold with United for 1 hr 45 mins. Need help ASAP!
2602,,79983,5.60E+17,United,lW?u8x48>Tha,"REBOOKING NIGHTMARE: Ahead of snowstorm, @United has cancelled ALL flights on Tuesday at #Newark, #JFK, #LaGuardia, #Boston &amp; #Philadelphia."
2603,,79984,5.60E+17,United,lW?u8x48>Tha,@united My YYZ-EWR flight was cancelled and I was rebooked automatically on a flight that has a 9.5 hour layover in Chicago.
2604,,79985,5.60E+17,American,lW?u8x48>Tha,@AmericanAir I've been waiting for your call back for 4 hours...you said it would be no more than 3...COME ON
2605,,79986,5.60E+17,United,lW?u8x48>Tha,"Shit RT @cnnbrk: . @united cancels all Tuesday flights at Newark, JFK, LaGuardia, Boston and Philadelphia."
2606,,79987,5.60E+17,JetBlue,lW?u8x48>Tha,"@JetBlue Our flight back to NY was cancelled due to weather, after spending an hour on hold we were disconnected with a message: ""the..."
2607,,79988,5.60E+17,VirginAmerica,lW?u8x48>Tha,@virginamerica trying to cancel my flight and no one is picking up...there's got to be another way...
2608,,79989,5.60E+17,United,lW?u8x48>Tha,@cnnbrk @united this is going to be bad for my illegal cab company
2609,,79990,5.60E+17,United,lW?u8x48>Tha,careful folks. RT @CNNjoe: #BREAKING - @united is cancelling all flights Tuesday at major #Northeast hubs due to expected #blizzard #CNN
2610,,79991,5.60E+17,United,lW?u8x48>Tha,"""@CNNjoe: #BREAKING - @united is cancelling all flights Tuesday at major #Northeast hubs due to expected #blizzard #CNN"""
2611,,79992,5.60E+17,United,lW?u8x48>Tha,Trying to call @united to ask about the storm tomorrow. Won't even put me on hold to talk to an agent. Computer just hangs up on me. #fail
2612,,79993,5.60E+17,United,lW?u8x48>Tha,@CNN: RT @CNNjoe: #BREAKING - @united is cancelling all flights Tuesday at major #Northeast hubs due to expected #blizzard #CNN  m.twitt ...
2613,,79994,5.60E+17,United,lW?u8x48>Tha,@DaveLack @cnnbrk @united @SacramentoKings Could cancel the game ahead of time so that they can deal with this before it gets bad.
2614,,79995,5.60E+17,United,lW?u8x48>Tha,"@united why did our flight1651 from Las Vegas to IAH get cancelled.. How do we get rebooked, been on hold for the last 20 minutes.."
2615,,79996,5.60E+17,United,lW?u8x48>Tha,"â€œ@StrangePintura: Welp. RT @cnnbrk: . @united cancels all Tuesday flights at Newark, JFK, LaGuardia, Boston and Philadelphia.â€they suck"
